MorphID,SpID,Sex,N,ExpC,Peso,Acom,TotC,AlCdo,PrfP,AlAnc,AlLgo,Rasp,Rform,WiLo,Wtap,AlArea,ColaL,PataE,TarsL
16179,Heliangelus exortis,Macho,1,9999,9999,9999,38.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,46,9999,9999
16180,Heliangelus exortis,Macho,1,9999,5,9999,20.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,50,9999,9999
16181,Heliangelus exortis,Macho,1,9999,5,9999,20.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,50,9999,9999
16182,Heliangelus exortis,Macho,1,9999,5.6,9999,20.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16183,Heliangelus exortis,Hembra,1,9999,4.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16184,Heliangelus exortis,Macho,1,9999,4.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16185,Heliangelus exortis,Macho,1,9999,4.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16186,Heliangelus exortis,Hembra,1,9999,4.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16187,Heliangelus exortis,Hembra,1,9999,4.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16188,Heliangelus exortis,Hembra,1,9999,4.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16189,Heliangelus exortis,Hembra,1,9999,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16190,Heliangelus exortis,Macho,1,9999,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16191,Heliangelus exortis,Hembra,1,9999,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16192,Heliangelus exortis,Macho,1,9999,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16193,Heliangelus exortis,Macho,1,9999,4.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16194,Heliangelus exortis,Hembra,1,9999,4.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16195,Heliangelus exortis,Indefinido,1,9999,4.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16196,Heliangelus exortis,Hembra,1,9999,4.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16197,Heliangelus exortis,Hembra,1,9999,4.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16198,Heliangelus exortis,Macho,1,9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16199,Heliangelus exortis,Macho,1,9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16200,Heliangelus exortis,Macho,1,9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16201,Heliangelus exortis,Hembra,1,9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16202,Heliangelus exortis,Macho,1,9999,5.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16203,Heliangelus exortis,Macho,1,9999,5.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16204,Heliodoxa jacula,Hembra,1,9999,8.5,9999,23.6,7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16205,Heliodoxa jacula,Hembra,1,9999,9999,9999,28.1,59,9999,9999,9999,9999,9999,9999,9999,9999,34,9999,9999
16206,Heliodoxa jacula,Macho,1,9999,6.5,9999,21.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,35,9999,9999
16207,Heliodoxa jacula,Hembra,1,9999,7.5,9999,22.4,60,9999,9999,9999,9999,9999,9999,9999,9999,43,9999,9999
16208,Heliodoxa jacula,Hembra,1,9999,7.5,9999,23.5,60,9999,9999,9999,9999,9999,9999,9999,9999,45,9999,9999
16209,Heliodoxa jacula,Hembra,1,9999,6.7,9999,21,61,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16210,Heliodoxa jacula,Hembra,1,9999,6.4,9999,24.4,61,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16211,Heliodoxa jacula,Hembra,1,9999,6.2,9999,21.5,62,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16212,Heliodoxa jacula,Hembra,1,9999,7.2,9999,23.1,62,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16213,Heliodoxa jacula,Hembra,1,9999,6.2,9999,23.2,62,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16214,Heliodoxa jacula,Hembra,1,9999,6,9999,23.7,62,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16215,Heliodoxa jacula,Hembra,1,9999,8.5,9999,24.7,62,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16216,Heliodoxa jacula,Hembra,1,9999,6.9,9999,62,62,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16217,Heliodoxa jacula,Hembra,1,9999,9999,9999,9999,62,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16218,Heliodoxa jacula,Hembra,1,9999,6,9999,22.2,63,9999,9999,9999,9999,9999,9999,9999,9999,43,9999,9999
16219,Heliodoxa jacula,Hembra,1,9999,7.2,9999,22.4,63,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16220,Heliodoxa jacula,Hembra,1,9999,6.4,9999,23.2,63,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16221,Heliodoxa jacula,Hembra,1,9999,6.5,9999,23.5,63,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16222,Heliodoxa jacula,Hembra,1,9999,8,9999,26.5,63,9999,9999,9999,9999,9999,9999,9999,9999,48,9999,9999
16223,Heliodoxa jacula,Hembra,1,9999,6.7,9999,11.8,64,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16224,Heliodoxa jacula,Hembra,1,9999,7,9999,21,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16225,Heliodoxa jacula,Hembra,1,9999,7,9999,21.4,64,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16226,Heliodoxa jacula,Hembra,1,9999,7.6,9999,21.4,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16227,Heliodoxa jacula,Hembra,1,9999,6.3,9999,21.6,64,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16228,Heliodoxa jacula,Hembra,1,9999,7,9999,22.1,64,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16229,Heliodoxa jacula,Hembra,1,9999,7.4,9999,22.4,64,9999,9999,9999,9999,9999,9999,9999,9999,45,9999,9999
16230,Heliodoxa jacula,Hembra,1,9999,6.5,9999,22.5,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16231,Heliodoxa jacula,Hembra,1,9999,7.8,9999,22.8,64,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16232,Heliodoxa jacula,Macho,1,9999,6.8,9999,22.9,64,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16233,Heliodoxa jacula,Hembra,1,9999,6,9999,23,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16234,Heliodoxa jacula,Hembra,1,9999,6.6,9999,23,64,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16235,Heliodoxa jacula,Hembra,1,9999,7.2,9999,23.2,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16236,Heliodoxa jacula,Hembra,1,9999,7,9999,23.3,64,9999,9999,9999,9999,9999,9999,9999,9999,43,9999,9999
16237,Heliodoxa jacula,Hembra,1,9999,4.9,9999,23.4,64,9999,9999,9999,9999,9999,9999,9999,9999,43,9999,9999
16238,Heliodoxa jacula,Hembra,1,9999,6.3,9999,23.4,64,9999,9999,9999,9999,9999,9999,9999,9999,43,9999,9999
16239,Heliodoxa jacula,Hembra,1,9999,6.5,9999,23.4,64,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16240,Heliodoxa jacula,Hembra,1,9999,6.3,9999,23.7,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16241,Heliodoxa jacula,Hembra,1,9999,8.9,9999,24.5,64,9999,9999,9999,9999,9999,9999,9999,9999,36,9999,9999
16242,Heliodoxa jacula,Hembra,1,9999,6.9,9999,25.1,64,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16243,Heliodoxa jacula,Hembra,1,9999,7.5,9999,25.1,64,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16244,Heliodoxa jacula,Hembra,1,9999,8.8,9999,25.1,64,9999,9999,9999,9999,9999,9999,9999,9999,50,9999,9999
16245,Heliodoxa jacula,Hembra,1,9999,9.1,9999,25.1,64,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16246,Heliodoxa jacula,Hembra,1,9999,9.5,9999,25.9,64,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16247,Heliodoxa jacula,Hembra,1,9999,7.9,9999,29.1,64,9999,9999,9999,9999,9999,9999,9999,9999,49,9999,9999
16248,Heliodoxa jacula,Hembra,1,9999,7.8,9999,12,65,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16249,Heliodoxa jacula,Hembra,1,9999,6.5,9999,21.4,65,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16250,Heliodoxa jacula,Hembra,1,9999,7.6,9999,22.9,65,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16251,Heliodoxa jacula,Hembra,1,9999,7,9999,23,65,9999,9999,9999,9999,9999,9999,9999,9999,43,9999,9999
16252,Heliodoxa jacula,Hembra,1,9999,7.4,9999,23.4,65,9999,9999,9999,9999,9999,9999,9999,9999,43.2,9999,9999
16253,Heliodoxa jacula,Hembra,1,9999,5.5,9999,23.9,65,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16254,Heliodoxa jacula,Hembra,1,9999,6.9,9999,24.1,65,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16255,Heliodoxa jacula,Hembra,1,9999,6.8,9999,24.8,65,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16256,Heliodoxa jacula,Hembra,1,9999,8.6,9999,25.4,65,9999,9999,9999,9999,9999,9999,9999,9999,55.5,9999,9999
16257,Heliodoxa jacula,Hembra,1,9999,8.3,9999,26,65,9999,9999,9999,9999,9999,9999,9999,9999,35.7,9999,9999
16258,Heliodoxa jacula,Hembra,1,9999,8.7,9999,27.2,65,9999,9999,9999,9999,9999,9999,9999,9999,38,9999,9999
16259,Heliodoxa jacula,Hembra,1,9999,8.3,9999,29.9,65,9999,9999,9999,9999,9999,9999,9999,9999,51,9999,9999
16260,Heliodoxa jacula,Hembra,1,9999,8.5,9999,31.3,65,9999,9999,9999,9999,9999,9999,9999,9999,38.4,9999,9999
16261,Heliodoxa jacula,Hembra,1,9999,8.5,9999,32.5,65,9999,9999,9999,9999,9999,9999,9999,9999,45,9999,9999
16262,Heliodoxa jacula,Hembra,1,9999,8.1,9999,22.1,66,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16263,Heliodoxa jacula,Hembra,1,9999,7.2,9999,22.8,66,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16264,Heliodoxa jacula,Hembra,1,9999,6.9,9999,22.9,66,9999,9999,9999,9999,9999,9999,9999,9999,46,9999,9999
16265,Heliodoxa jacula,Hembra,1,9999,7.6,9999,23,66,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16266,Heliodoxa jacula,Macho,1,9999,6.8,9999,23.1,66,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16267,Heliodoxa jacula,Hembra,1,9999,6.8,9999,23.5,66,9999,9999,9999,9999,9999,9999,9999,9999,35,9999,9999
16268,Heliodoxa jacula,Hembra,1,9999,7.9,9999,23.5,66,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16269,Heliodoxa jacula,Hembra,1,9999,6.7,9999,23.8,66,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16270,Heliodoxa jacula,Hembra,1,9999,7,9999,23.8,66,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16271,Heliodoxa jacula,Hembra,1,9999,6.9,9999,23.9,66,9999,9999,9999,9999,9999,9999,9999,9999,45,9999,9999
16272,Heliodoxa jacula,Hembra,1,9999,8.1,9999,24.1,66,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16273,Heliodoxa jacula,Hembra,1,9999,8.9,9999,26.6,66,9999,9999,9999,9999,9999,9999,9999,9999,53,9999,9999
16274,Heliodoxa jacula,Hembra,1,9999,7.8,9999,27.7,66,9999,9999,9999,9999,9999,9999,9999,9999,50,9999,9999
16275,Heliodoxa jacula,Hembra,1,9999,9,9999,28.6,66,9999,9999,9999,9999,9999,9999,9999,9999,40.6,9999,9999
16276,Heliodoxa jacula,Hembra,1,9999,8.6,9999,29.8,66,9999,9999,9999,9999,9999,9999,9999,9999,57.2,9999,9999
16277,Heliodoxa jacula,Hembra,1,9999,8,9999,31,66,9999,9999,9999,9999,9999,9999,9999,9999,47,9999,9999
16278,Heliodoxa jacula,Hembra,1,9999,7.5,9999,32.5,66,9999,9999,9999,9999,9999,9999,9999,9999,46,9999,9999
16279,Heliodoxa jacula,Macho,1,9999,6.4,9999,21.7,67,9999,9999,9999,9999,9999,9999,9999,9999,59,9999,9999
16280,Heliodoxa jacula,Macho,1,9999,7.3,9999,21.7,67,9999,9999,9999,9999,9999,9999,9999,9999,54,9999,9999
16281,Heliodoxa jacula,Hembra,1,9999,7.4,9999,23.5,67,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16282,Heliodoxa jacula,Hembra,1,9999,8.1,9999,25.9,67,9999,9999,9999,9999,9999,9999,9999,9999,47,9999,9999
16283,Heliodoxa jacula,Macho,1,9999,7.6,9999,19.1,68,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16284,Heliodoxa jacula,Hembra,1,9999,8.2,9999,22.5,68,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16285,Heliodoxa jacula,Macho,1,9999,7.2,9999,24.1,68,9999,9999,9999,9999,9999,9999,9999,9999,30,9999,9999
16286,Heliodoxa jacula,Hembra,1,9999,9.5,9999,24.5,68,9999,9999,9999,9999,9999,9999,9999,9999,55,9999,9999
16287,Heliodoxa jacula,Hembra,1,9999,10,9999,25.7,68,9999,9999,9999,9999,9999,9999,9999,9999,53,9999,9999
16288,Heliodoxa jacula,Hembra,1,9999,7,9999,25.8,68,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16289,Heliodoxa jacula,Hembra,1,9999,8.5,9999,26.3,68,9999,9999,9999,9999,9999,9999,9999,9999,52,9999,9999
16290,Heliodoxa jacula,Hembra,1,9999,8.6,9999,31.6,68,9999,9999,9999,9999,9999,9999,9999,9999,55,9999,9999
16291,Heliodoxa jacula,Macho,1,9999,6.9,9999,20.8,69,9999,9999,9999,9999,9999,9999,9999,9999,56,9999,9999
16292,Heliodoxa jacula,Macho,1,9999,7,9999,21.2,69,9999,9999,9999,9999,9999,9999,9999,9999,53,9999,9999
16293,Heliodoxa jacula,Macho,1,9999,7.8,9999,21.4,69,9999,9999,9999,9999,9999,9999,9999,9999,51,9999,9999
16294,Heliodoxa jacula,Macho,1,9999,8.9,9999,21.8,69,9999,9999,9999,9999,9999,9999,9999,9999,47,9999,9999
16295,Heliodoxa jacula,Macho,1,9999,8,9999,22,69,9999,9999,9999,9999,9999,9999,9999,9999,49,9999,9999
16296,Heliodoxa jacula,Macho,1,9999,8.5,9999,22.2,69,9999,9999,9999,9999,9999,9999,9999,9999,45,9999,9999
16297,Heliodoxa jacula,Hembra,1,9999,7.9,9999,22.5,69,9999,9999,9999,9999,9999,9999,9999,9999,36,9999,9999
16298,Heliodoxa jacula,Macho,1,9999,7,9999,22.6,69,9999,9999,9999,9999,9999,9999,9999,9999,55,9999,9999
16299,Heliodoxa jacula,Hembra,1,9999,8.5,9999,32,69,9999,9999,9999,9999,9999,9999,9999,9999,47,9999,9999
16300,Heliodoxa jacula,Macho,1,9999,6,9999,21,70,9999,9999,9999,9999,9999,9999,9999,9999,52,9999,9999
16301,Heliodoxa jacula,Macho,1,9999,7.8,9999,21,70,9999,9999,9999,9999,9999,9999,9999,9999,54,9999,9999
16302,Heliodoxa jacula,Macho,1,9999,8.3,9999,21.1,70,9999,9999,9999,9999,9999,9999,9999,9999,54,9999,9999
16303,Heliodoxa jacula,Macho,1,9999,7.5,9999,21.8,70,9999,9999,9999,9999,9999,9999,9999,9999,46,9999,9999
16304,Heliodoxa jacula,Indefinido,1,9999,7.3,9999,22,70,9999,9999,9999,9999,9999,9999,9999,9999,51,9999,9999
16305,Heliodoxa jacula,Macho,1,9999,9.2,9999,22.8,70,9999,9999,9999,9999,9999,9999,9999,9999,51,9999,9999
16306,Heliodoxa jacula,Indefinido,1,9999,10,9999,25.6,70,9999,9999,9999,9999,9999,9999,9999,9999,47,9999,9999
16307,Heliodoxa jacula,Hembra,1,9999,7.5,9999,32.5,70,9999,9999,9999,9999,9999,9999,9999,9999,50,9999,9999
16308,Heliodoxa jacula,Hembra,1,9999,7.5,9999,32.5,70,9999,9999,9999,9999,9999,9999,9999,9999,50,9999,9999
16309,Heliodoxa jacula,Macho,1,9999,7.8,9999,20.2,71,9999,9999,9999,9999,9999,9999,9999,9999,57,9999,9999
16310,Heliodoxa jacula,Macho,1,9999,7.4,9999,20.8,71,9999,9999,9999,9999,9999,9999,9999,9999,49,9999,9999
16311,Heliodoxa jacula,Macho,1,9999,7.8,9999,21.5,71,9999,9999,9999,9999,9999,9999,9999,9999,51,9999,9999
16312,Heliodoxa jacula,Macho,1,9999,7,9999,22,71,9999,9999,9999,9999,9999,9999,9999,9999,57,9999,9999
16313,Heliodoxa jacula,Macho,1,9999,8.5,9999,25.1,71,9999,9999,9999,9999,9999,9999,9999,9999,51.4,9999,9999
16314,Heliodoxa jacula,Macho,1,9999,6.3,9999,20.7,72,9999,9999,9999,9999,9999,9999,9999,9999,55,9999,9999
16315,Heliodoxa jacula,Indefinido,1,9999,7.4,9999,21.1,72,9999,9999,9999,9999,9999,9999,9999,9999,63,9999,9999
16316,Heliodoxa jacula,Macho,1,9999,8.1,9999,21.2,72,9999,9999,9999,9999,9999,9999,9999,9999,55,9999,9999
16317,Heliodoxa jacula,Macho,1,9999,8.4,9999,22.3,72,9999,9999,9999,9999,9999,9999,9999,9999,48.1,9999,9999
16318,Heliodoxa jacula,Macho,1,9999,7.4,9999,22.5,72,9999,9999,9999,9999,9999,9999,9999,9999,56,9999,9999
16319,Heliodoxa jacula,Hembra,1,9999,7,9999,18.7,73,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16320,Heliodoxa jacula,Macho,1,9999,7.3,9999,24.2,73,9999,9999,9999,9999,9999,9999,9999,9999,49,9999,9999
16321,Heliodoxa jacula,Macho,1,9999,9.5,9999,26.3,73,9999,9999,9999,9999,9999,9999,9999,9999,46.8,9999,9999
16322,Heliodoxa jacula,Hembra,1,9999,6,9999,14.9,74,9999,9999,9999,9999,9999,9999,9999,9999,78,9999,9999
16323,Heliodoxa jacula,Macho,1,9999,8,9999,20.3,74,9999,9999,9999,9999,9999,9999,9999,9999,34,9999,9999
16324,Heliodoxa jacula,Macho,1,9999,7.2,9999,20.8,74,9999,9999,9999,9999,9999,9999,9999,9999,56,9999,9999
16325,Heliodoxa jacula,Macho,1,9999,7.4,9999,22.6,74,9999,9999,9999,9999,9999,9999,9999,9999,61,9999,9999
16326,Heliodoxa jacula,Macho,1,9999,7.6,9999,23.4,74,9999,9999,9999,9999,9999,9999,9999,9999,51.4,9999,9999
16327,Heliodoxa jacula,Indefinido,1,9999,11.5,9999,26.2,74,9999,9999,9999,9999,9999,9999,9999,9999,60,9999,9999
16328,Heliodoxa jacula,Macho,1,9999,8.2,9999,21.6,75,9999,9999,9999,9999,9999,9999,9999,9999,55,9999,9999
16329,Heliodoxa jacula,Macho,1,9999,7.8,9999,23.5,75,9999,9999,9999,9999,9999,9999,9999,9999,51,9999,9999
16330,Heliodoxa jacula,Macho,1,9999,8,9999,21.7,76,9999,9999,9999,9999,9999,9999,9999,9999,59,9999,9999
16331,Heliodoxa jacula,Indefinido,1,9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16332,Heliodoxa jacula,Hembra,1,9999,5.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16333,Heliodoxa jacula,Hembra,1,9999,5.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16334,Heliodoxa jacula,Indefinido,1,9999,5.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16335,Heliodoxa jacula,Hembra,1,9999,5.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16336,Heliodoxa jacula,Hembra,1,9999,6.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16337,Heliodoxa jacula,Hembra,1,9999,6.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16338,Heliodoxa jacula,Indefinido,1,9999,6.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16339,Heliodoxa jacula,Hembra,1,9999,6.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16340,Heliodoxa jacula,Hembra,1,9999,6.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16341,Heliodoxa jacula,Hembra,1,9999,7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16342,Heliodoxa jacula,Hembra,1,9999,7.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16343,Heliodoxa jacula,Macho,1,9999,7.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16344,Heliodoxa jacula,Indefinido,1,9999,7.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16345,Heliodoxa jacula,Hembra,1,9999,7.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16346,Heliodoxa jacula,Macho,1,9999,7.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16347,Heliodoxa jacula,Hembra,1,9999,7.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16348,Heliodoxa jacula,Macho,1,9999,7.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16349,Heliodoxa jacula,Indefinido,1,9999,8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16350,Heliodoxa jacula,Macho,1,9999,8.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16351,Heliodoxa jacula,Macho,1,9999,8.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16352,Heliodoxa jacula,Hembra,1,9999,8.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16353,Heliodoxa rubinoides,Macho,1,9999,7.1,9999,28.8,63,9999,9999,9999,9999,9999,9999,9999,9999,48.2,9999,9999
16354,Heliodoxa rubinoides,Macho,1,9999,6,9999,19.5,65,9999,9999,9999,9999,9999,9999,9999,9999,45,9999,9999
16355,Heliodoxa rubinoides,Hembra,1,9999,7.1,9999,26,66,9999,9999,9999,9999,9999,9999,9999,9999,48.3,9999,9999
16356,Heliodoxa rubinoides,Hembra,1,9999,9,9999,26.8,66,9999,9999,9999,9999,9999,9999,9999,9999,50,9999,18.2
16357,Heliodoxa rubinoides,Macho,1,9999,7.1,9999,9999,66,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16358,Heliodoxa rubinoides,Macho,1,9999,7.1,9999,9999,66,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16359,Heliodoxa rubinoides,Hembra,1,9999,7.2,9999,31.5,67,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16360,Heliodoxa rubinoides,Macho,1,9999,5.8,9999,20,68,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16361,Heliodoxa rubinoides,Macho,1,9999,6.4,9999,20.2,69,9999,9999,9999,9999,9999,9999,9999,9999,46,9999,9999
16362,Heliodoxa rubinoides,Macho,1,9999,9999,9999,30.3,69,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16363,Heliodoxa rubinoides,Hembra,1,9999,9.5,9999,25,70,9999,9999,9999,9999,9999,9999,9999,9999,58,9999,16.5
16364,Heliodoxa rubinoides,Hembra,1,9999,9.5,9999,25,70,9999,9999,9999,9999,9999,9999,9999,9999,58,9999,16.5
16365,Heliodoxa imperatrix,Hembra,1,9999,8.9,9999,32.5,61,9999,9999,9999,9999,9999,9999,9999,9999,55,9999,9999
16366,Heliodoxa imperatrix,Hembra,1,9999,8.6,9999,9999,66,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16367,Heliodoxa imperatrix,Hembra,1,9999,8.6,9999,9999,66,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16368,Heliodoxa imperatrix,Hembra,1,9999,8.7,9999,22,67,9999,9999,9999,9999,9999,9999,9999,9999,61.4,9999,9999
16369,Heliodoxa imperatrix,Hembra,1,9999,7.65,9999,26.3,67,9999,9999,9999,9999,9999,9999,9999,9999,53,9999,9999
16370,Heliodoxa imperatrix,Hembra,1,9999,7.65,9999,26.3,67,9999,9999,9999,9999,9999,9999,9999,9999,53,9999,9999
16371,Heliodoxa imperatrix,Indefinido,1,9999,8.5,9999,26.7,67,9999,9999,9999,9999,9999,9999,9999,9999,54.3,9999,9999
16372,Heliodoxa imperatrix,Hembra,1,9999,9,9999,26.9,67,9999,9999,9999,9999,9999,9999,9999,9999,42.3,9999,9999
16373,Heliodoxa imperatrix,Hembra,1,9999,8.6,9999,22,68,9999,9999,9999,9999,9999,9999,9999,9999,60,9999,9999
16374,Heliodoxa imperatrix,Indefinido,1,9999,8.5,9999,22.9,68,9999,9999,9999,9999,9999,9999,9999,9999,60.2,9999,9999
16375,Heliodoxa imperatrix,Hembra,1,9999,8.9,9999,26.4,68,9999,9999,9999,9999,9999,9999,9999,9999,53.1,9999,9999
16376,Heliodoxa imperatrix,Hembra,1,9999,8.5,9999,27,68,9999,9999,9999,9999,9999,9999,9999,9999,60,9999,9999
16377,Heliodoxa imperatrix,Hembra,1,9999,8.4,9999,9999,68,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16378,Heliodoxa imperatrix,Hembra,1,9999,8.4,9999,9999,68,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16379,Heliodoxa imperatrix,Hembra,1,9999,8.4,9999,9999,68,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16380,Heliodoxa imperatrix,Hembra,1,9999,8.4,9999,9999,68,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
