MorphID,SpID,Sex,N,ExpC,Peso,Acom,TotC,AlCdo,PrfP,AlAnc,AlLgo,Rasp,Rform,WiLo,Wtap,AlArea,ColaL,PataE,TarsL
176,Hylocharis leucotis,Macho,1,17.6,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
177,Hylocharis eliciae,Macho,1,15.5,4.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
178,Hylocharis cyanus,Macho,1,18.4,3.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
179,Hylocharis chrysura,Macho,1,17.7,4.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
180,Hylocharis grayi,Macho,1,20.8,5.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
181,Chrysuronia oenone,Macho,1,19.9,5.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
182,Goethalsia bella,Macho,1,16.4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
183,Trochilus polytmus,Macho,1,18.3,5.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
184,Polytmus guainumbi,Macho,1,23.2,5.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
185,Leucippus baeri,Macho,1,20.8,4.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
186,Leucippus taczanowskii,Macho,1,21.7,7.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
187,Leucippus chlorocercus,Macho,1,17.7,5.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
188,Taphrospilus hypostictus,Macho,1,19.5,7.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
189,Amazilia viridicauda,Macho,1,18.8,6.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
190,Amazilia candida,Macho,1,17.7,4.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
191,Amazilia fimbriata,Macho,2,18.1,5.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
192,Amazilia lactea,Macho,2,18.7,5.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
193,Amazilia amabilis,Macho,1,17.5,3.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
194,Amazilia rosenbergi,Macho,1,21.6,3.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
195,Amazilia franciae,Macho,1,21.8,4.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
196,Amazilia cyanocephala,Macho,1,19.9,6.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
197,Amazilia beryllina,Macho,1,17.7,4.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
198,Amazilia saucerrottei,Macho,5,17,4.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
199,Amazilia tobaci,Macho,1,18.3,4.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
200,Amazilia rutila,Macho,1,23.4,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
201,Amazilia yucatanensis,Macho,1,17.8,4.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
202,Amazilia tzacatl,Macho,6,19.5,5.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
203,Amazilia amazilia,Macho,1,16.8,3.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
204,Amazilia viridifrons,Macho,1,18.8,5.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
205,Eupherusa eximia,Macho,5,18.3,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
206,Eupherusa cyanophrys,Macho,1,17.6,5.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
207,Chalybura buffonii,Macho,1,22.8,6.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
208,Lampornis clemenciae,Macho,1,22.4,7.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
209,Lampornis amethystinus,Macho,1,22.6,6.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
210,Lampornis viridipallens,Macho,1,22,6.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
211,Lampornis castaneoventris,Macho,1,20.1,5.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
212,Lamprolaima rhami,Macho,1,16,9.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
213,Adelomyia melanogenys,Macho,2,14.7,3.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
214,Phlogophilus hemileucurus,Macho,1,16.3,2.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
215,Phlogophilus harterti,Macho,1,15.7,2.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
216,Heliodoxa aurescens,Macho,1,20.3,5.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
217,Heliodoxa rubinoides,Macho,5,22.4,8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
218,Heliodoxa leadbeateri,Macho,1,21.7,7.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
219,Heliodoxa jacula,Macho,1,20.7,8.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
220,Heliodoxa schreibersii,Macho,1,23.2,9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
221,Heliodoxa gularis,Macho,1,26.4,6.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
222,Heliodoxa branickii,Macho,1,21.9,5.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
223,Eugenes fulgens,Macho,1,30.8,11,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
224,Oreotrochilus estella,Macho,5,17.2,8.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
225,Patagona gigas,Macho,1,36.3,22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
226,Aglaeactis cupripennis,Macho,3,18.2,7.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
227,Aglaeactis castelnaudii,Macho,1,18.7,7.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
228,Aglaeactis pamela,Macho,1,16.9,5.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
229,Lafresnaya lafresnayi,Macho,1,22.6,4.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
230,Pterophanes cyanopterus,Macho,1,29.2,10,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
231,Coeligena coeligena,Macho,1,26,7.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
232,Coeligena torquata,Macho,6,31.9,7.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
233,Coeligena phalerata,Macho,1,26.3,6.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
234,Coeligena lutetiae,Macho,1,33,8.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
235,Coeligena violifer,Macho,1,37.5,8.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
236,Coeligena iris,Macho,2,27.1,7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
237,Ensifera ensifera,Macho,2,82.6,11,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
238,Sephanoides sephaniodes,Macho,15,14.8,5.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
239,Sephanoides fernandensis,Macho,15,15.4,10.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
240,Boissonneaua flavescens,Macho,1,18,8.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
241,Boissonneaua matthewsii,Macho,1,17.6,7.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
242,Heliangelus amethysticollis,Macho,1,15.9,5.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
243,Heliangelus exortis,Macho,1,14.5,4.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
244,Heliangelus viola,Macho,1,14.5,5.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
245,Eriocnemis vestita,Macho,1,17.7,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
246,Eriocnemis luciani,Macho,1,21.4,6.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
247,Haplophaedia aureliae,Macho,1,18.3,5.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
248,Ocreatus underwoodii,Macho,1,13,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
249,Lesbia victoriae,Macho,1,15,5.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
250,Lesbia nuna,Macho,1,10.4,3.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
251,Sappho sparganura,Macho,2,21.7,6.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
252,Polyonymus caroli,Macho,1,20.5,4.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
253,Ramphomicron microrhynchum,Macho,3,7.3,3.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
254,Metallura odomae,Macho,1,16.1,5.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
255,Metallura phoebe,Macho,1,18.2,5.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
256,Metallura theresiae,Macho,2,12.2,4.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
257,Metallura aeneocauda,Macho,2,17.1,4.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
258,Metallura eupogon,Macho,1,14.9,5.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
259,Metallura williami,Macho,1,11.8,4.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
260,Metallura tyrianthina,Macho,5,10.6,3.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
261,Chalcostigma ruficeps,Macho,1,11.2,3.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
262,Chalcostigma stanleyi,Macho,1,10.9,6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
263,Chalcostigma herrani,Macho,1,14.4,6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
264,Aglaiocercus kingi,Macho,2,14.1,5.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
265,Oreonympha nobilis,Macho,1,23.4,7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
266,Schistes geoffroyi,Macho,2,13.9,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
267,Heliothryx auritus,Macho,1,17.6,6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
268,Heliomaster longirostris,Macho,1,36.3,6.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
269,Rhodopis vesper,Macho,1,17.4,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
270,Thaumastura cora,Macho,1,12.8,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
271,Calliphlox bryantae,Macho,1,16.7,3.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
272,Calothorax lucifer,Macho,1,21.5,3.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
273,Calothorax pulcher,Macho,1,18.5,2.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
274,Archilochus colubris,Macho,6,15.5,2.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
275,Archilochus alexandri,Macho,1,19.2,3.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
276,Calliphlox amethystina,Macho,1,16.4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
277,Calypte anna,Macho,1,16.5,5.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
278,Calypte costae,Macho,1,15.4,3.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
279,Stellula calliope,Macho,1,15,2.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
280,Myrtis fanny,Macho,1,17.2,2.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
281,Chaetocercus mulsant,Macho,1,16.2,3.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
282,Selasphorus platycercus,Macho,1,15.3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
283,Selasphorus rufus,Macho,1,16,3.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
284,Selasphorus sasin,Macho,1,15.4,2.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
285,Selasphorus flammula,Macho,1,11.2,2.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
286,Selasphorus flammula,Macho,1,12,3.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
287,Selasphorus scintilla,Macho,1,11.7,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
288,Doryfera johannae,Hembra,1,28.2,3.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
289,Doryfera ludovicae,Hembra,1,35.9,5.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
290,Glaucis hirsutus,Hembra,1,27.8,5.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
291,Threnetes leucurus,Hembra,2,29.3,5.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
292,Threnetes ruckeri,Hembra,1,31.5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
293,Phaethornis yaruqui,Hembra,1,37.1,5.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
294,Phaethornis guy,Hembra,6,36.5,4.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
295,Phaethornis syrmatophorus,Hembra,2,38.6,5.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
296,Phaethornis superciliosus,Hembra,1,35.9,5.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
297,Phaethornis bourcieri,Hembra,1,28,3.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
298,Phaethornis koepckeae,Hembra,1,32.9,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
299,Phaethornis philippii,Hembra,1,30.5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
300,Phaethornis subochraceus,Hembra,1,25.7,3.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
301,Phaethornis ruber,Hembra,1,21.3,2.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
302,Phaethornis longuemareus,Hembra,1,19.6,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
303,Eutoxeres aquila,Hembra,1,24.1,9.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
304,Eutoxeres condamini,Hembra,1,26.9,10,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
305,Phaeochroa cuvierii,Hembra,1,20.3,8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
306,Campylopterus curvipennis,Hembra,1,24.6,7.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
307,Campylopterus largipennis,Hembra,1,28.3,7.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
308,Campylopterus rufus,Hembra,1,27.4,6.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
309,Campylopterus hemileucurus,Hembra,4,29.9,8.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
310,Campylopterus villaviscensio,Hembra,1,28.9,6.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
311,Florisuga mellivora,Hembra,3,18.2,6.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
312,Colibri delphinae,Hembra,1,16.3,5.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
313,Colibri thalassinus,Hembra,1,23.6,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
314,Colibri coruscans,Hembra,1,21.5,6.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
315,Anthracothorax prevostii,Hembra,1,27.1,6.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
316,Anthracothorax nigricollis,Hembra,1,22.5,6.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
317,Klais guimeti,Hembra,1,11.6,2.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
318,Lophornis helenae,Hembra,1,11.9,2.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
319,Discosura langsdorffi,Hembra,1,11.2,2.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
320,Chlorostilbon mellisugus,Hembra,1,15.1,2.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
321,Chlorostilbon aureoventris,Hembra,1,17.9,2.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
322,Chlorostilbon canivetii,Hembra,2,13.9,2.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
323,Chlorostilbon gibsoni,Hembra,1,15.1,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
324,Cynanthus sordidus,Hembra,1,20.4,3.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
325,Cynanthus latirostris,Hembra,1,20.9,3.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
326,Thalurania furcata,Hembra,1,21.3,4.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
327,Panterpe insignis,Hembra,1,18.2,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
328,Damophila julie,Hembra,1,15.1,3.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
329,Hylocharis xantusii,Hembra,1,17,3.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
330,Hylocharis leucotis,Hembra,1,15.7,3.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
331,Hylocharis eliciae,Hembra,1,17.4,3.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
332,Hylocharis cyanus,Hembra,1,18.6,3.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
333,Hylocharis chrysura,Hembra,1,18,4.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
334,Hylocharis grayi,Hembra,1,20.8,5.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
335,Chrysuronia oenone,Hembra,1,21.8,4.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
336,Goethalsia bella,Hembra,1,17.2,3.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
337,Trochilus polytmus,Hembra,1,19.8,4.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
338,Polytmus guainumbi,Hembra,1,23.3,5.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
339,Leucippus baeri,Hembra,1,19.3,4.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
340,Leucippus taczanowskii,Hembra,1,22.8,6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
341,Leucippus chlorocercus,Hembra,1,17.7,4.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
342,Taphrospilus hypostictus,Hembra,1,22.2,6.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
343,Amazilia viridicauda,Hembra,1,21,5.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
344,Amazilia candida,Hembra,1,17.6,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
345,Amazilia fimbriata,Hembra,1,21.1,4.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
346,Amazilia lactea,Hembra,1,19.8,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
347,Amazilia amabilis,Hembra,1,15.8,2.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
348,Amazilia rosenbergi,Hembra,1,21,3.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
349,Amazilia franciae,Hembra,1,23,5.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
350,Amazilia cyanocephala,Hembra,1,17.6,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
351,Amazilia beryllina,Hembra,1,19.4,4.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
352,Amazilia saucerrottei,Hembra,1,18.4,4.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
353,Amazilia tobaci,Hembra,1,17,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
354,Amazilia rutila,Hembra,1,19.4,3.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
355,Amazilia yucatanensis,Hembra,1,18.4,3.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
356,Amazilia tzacatl,Hembra,6,19.6,4.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
357,Amazilia amazilia,Hembra,1,18.5,3.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
358,Amazilia viridifrons,Hembra,1,21.6,5.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
359,Eupherusa eximia,Hembra,1,18.4,4.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
360,Eupherusa cyanophrys,Hembra,1,19.5,4.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
361,Chalybura buffonii,Hembra,1,21.2,7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
362,Lampornis clemenciae,Hembra,1,26.2,6.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
363,Lampornis amethystinus,Hembra,1,23.4,6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
364,Lampornis viridipallens,Hembra,2,20.3,4.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
365,Lampornis castaneoventris,Hembra,1,21.7,5.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
366,Lamprolaima rhami,Hembra,1,15.3,7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
367,Adelomyia melanogenys,Hembra,1,13.8,2.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
368,Phlogophilus hemileucurus,Hembra,1,17.1,2.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
369,Phlogophilus harterti,Hembra,1,15.8,2.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
370,Heliodoxa aurescens,Hembra,1,20.9,6.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
371,Heliodoxa rubinoides,Hembra,6,23.4,7.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
372,Heliodoxa leadbeateri,Hembra,1,24.4,6.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
373,Heliodoxa jacula,Hembra,1,22.2,8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
374,Heliodoxa schreibersii,Hembra,1,22.6,7.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
375,Heliodoxa gularis,Hembra,1,24.8,6.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
376,Heliodoxa branickii,Hembra,1,23,5.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
377,Eugenes fulgens,Hembra,3,36.2,8.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
